Row	Sample Name	Transaction Id	Anon Student Id	Session Id	Time	Time Zone	Duration (sec)	Student Response Type	Student Response Subtype	Tutor Response Type	Tutor Response Subtype	Level (Unit)	Problem Name	Problem View	Problem Start Time	Step Name	Attempt At Step	Is Last Attempt	Outcome	Selection	Action	Input	Feedback Text	Feedback Classification	Help Level	Total Num Hints	KC (Single-KC)	KC Category (Single-KC)	KC (Unique-step)	KC Category (Unique-step)	KC (Single-KC-temp)	KC Category (Single-KC-temp)	KC (Single-plus-unique)	KC Category (Single-plus-unique)	KC (Single-plus-unique)	KC Category (Single-plus-unique)	KC (Unique-step-temp)	KC Category (Unique-step-temp)	KC (Rule Names)	KC Category (Rule Names)	KC (Field)	KC Category (Field)	KC (Unique-step-Plus-Single2)	KC Category (Unique-step-Plus-Single2)	KC (Unique-step-Plus-Single2)	KC Category (Unique-step-Plus-Single2)	KC (Rule Names2)	KC Category (Rule Names2)	School	Class
3457	All Data	efd05eacff7e048091e9bc5ffdc17487	f4a2c8ac-4882-4486-b99e-f426f14c270b	eb7633c8-7113-4281-98b1-895c153b941a	1969-12-31 19:01:11		1	ATTEMPT		RESULT		SimStudent	2-5_plus_1-3	1	1969-12-31 19:01:07	convert_num1	2	0	INCORRECT	JCommTable4_C1R1	UpdateTable	10					Single-KC		KC88		KC1		KC1		KC88		KC88		convert_num1		converted-num1		2-5_plus_1-3-convert_num1		Single		convert_num1			
3458	All Data	96e89614fc11c0a84f564e0fcaebd466	f4a2c8ac-4882-4486-b99e-f426f14c270b	eb7633c8-7113-4281-98b1-895c153b941a	1969-12-31 19:01:12		1	ATTEMPT		RESULT		SimStudent	2-5_plus_1-3	1	1969-12-31 19:01:07	convert_num1	3	1	CORRECT	JCommTable4_C1R1	UpdateTable	6					Single-KC		KC88		KC1		KC1		KC88		KC88		convert_num1		converted-num1		2-5_plus_1-3-convert_num1		Single		convert_num1			
3459	All Data	1bdea52b0420443b7e5e1066cb6379ff	f4a2c8ac-4882-4486-b99e-f426f14c270b	eb7633c8-7113-4281-98b1-895c153b941a	1969-12-31 19:01:13		1	ATTEMPT		RESULT		SimStudent	2-5_plus_1-3	1	1969-12-31 19:01:07	convert_num2	1	1	CORRECT	JCommTable5_C1R1	UpdateTable	5					Single-KC		KC109		KC1		KC1		KC109		KC109		convert_num2		convert-num2		2-5_plus_1-3-convert_num2		Single		convert_num2			
3460	All Data	d93d52cf6587169af547263ce37706fe	f4a2c8ac-4882-4486-b99e-f426f14c270b	eb7633c8-7113-4281-98b1-895c153b941a	1969-12-31 19:01:14		1	ATTEMPT		RESULT		SimStudent	2-5_plus_1-3	1	1969-12-31 19:01:07	answer_num	1	1	CORRECT	JCommTable6_C1R1	UpdateTable	11					Single-KC		KC51		KC1		KC1		KC51		KC51		answer_num		answer-num		2-5_plus_1-3-answer_num		Single		answer_num			
3461	All Data	402464f8d1f6ad3347fc9957a94ef93f	f4a2c8ac-4882-4486-b99e-f426f14c270b	eb7633c8-7113-4281-98b1-895c153b941a	1969-12-31 19:01:15		1	ATTEMPT		RESULT		SimStudent	2-5_plus_1-3	1	1969-12-31 19:01:07	answer_denom	1	1	CORRECT	JCommTable6_C1R2	UpdateTable	15					Single-KC		KC86		KC1		KC1		KC86		KC86		answer_denom		answer-denom		2-5_plus_1-3-answer_denom		Single		answer_denom			
3462	All Data	c127dd4ae74e168e93e2c5f488e632fc	f4a2c8ac-4882-4486-b99e-f426f14c270b	eb7633c8-7113-4281-98b1-895c153b941a	1969-12-31 19:01:16		1	ATTEMPT		RESULT		SimStudent	2-5_plus_1-3	1	1969-12-31 19:01:07	done	1	1	CORRECT	done	ButtonPressed	-1					Single-KC		KC76		KC1		KC1		KC76		KC76		done		done		2-5_plus_1-3-done		Single		done			
3463	All Data	9b789f205864c7461a6aa66dfbcb02a4	f4a2c8ac-4882-4486-b99e-f426f14c270b	eb7633c8-7113-4281-98b1-895c153b941a	1969-12-31 19:01:17		1	ATTEMPT		RESULT		SimStudent	6-9_plus_2-9	1	1969-12-31 19:01:16	but_denom1	1	1	CORRECT	JCommTable4_C1R2	UpdateTable	81					Single-KC		KC152		KC1		KC1		KC152		KC152		but_denom1		denom1		6-9_plus_2-9-but_denom1		Single		but_denom1			
3464	All Data	fbfe24d2ae3a0967386dd91ad95a8482	f4a2c8ac-4882-4486-b99e-f426f14c270b	eb7633c8-7113-4281-98b1-895c153b941a	1969-12-31 19:01:18		1	ATTEMPT		RESULT		SimStudent	6-9_plus_2-9	1	1969-12-31 19:01:16	convert_num1	1	1	CORRECT	JCommTable4_C1R1	UpdateTable	54					Single-KC		KC30		KC1		KC1		KC30		KC30		convert_num1		converted-num1		6-9_plus_2-9-convert_num1		Single		convert_num1			
3465	All Data	1a1e02d20902578d354cad4325fdd1f9	f4a2c8ac-4882-4486-b99e-f426f14c270b	eb7633c8-7113-4281-98b1-895c153b941a	1969-12-31 19:01:19		1	ATTEMPT		RESULT		SimStudent	6-9_plus_2-9	1	1969-12-31 19:01:16	but_denom2	1	1	CORRECT	JCommTable5_C1R2	UpdateTable	81					Single-KC		KC37		KC1		KC1		KC37		KC37		but_denom2		denom2		6-9_plus_2-9-but_denom2		Single		but_denom2			
3466	All Data	a22f5b5d168b79debca1bea2abd3a45b	f4a2c8ac-4882-4486-b99e-f426f14c270b	eb7633c8-7113-4281-98b1-895c153b941a	1969-12-31 19:01:20		1	ATTEMPT		RESULT		SimStudent	6-9_plus_2-9	1	1969-12-31 19:01:16	convert_num2	1	1	CORRECT	JCommTable5_C1R1	UpdateTable	18					Single-KC		KC33		KC1		KC1		KC33		KC33		convert_num2		convert-num2		6-9_plus_2-9-convert_num2		Single		convert_num2			
3467	All Data	02e22d22b271da5f5d657dec6e2425ad	f4a2c8ac-4882-4486-b99e-f426f14c270b	eb7633c8-7113-4281-98b1-895c153b941a	1969-12-31 19:01:21		1	ATTEMPT		RESULT		SimStudent	6-9_plus_2-9	1	1969-12-31 19:01:16	answer_denom	1	1	CORRECT	JCommTable6_C1R2	UpdateTable	81					Single-KC		KC71		KC1		KC1		KC71		KC71		answer_denom		answer-denom		6-9_plus_2-9-answer_denom		Single		answer_denom			
3468	All Data	1b4938c3449d68feabf384acbc8bacbd	f4a2c8ac-4882-4486-b99e-f426f14c270b	eb7633c8-7113-4281-98b1-895c153b941a	1969-12-31 19:01:22		1	ATTEMPT		RESULT		SimStudent	6-9_plus_2-9	1	1969-12-31 19:01:16	answer_num	1	1	CORRECT	JCommTable6_C1R1	UpdateTable	72					Single-KC		KC9		KC1		KC1		KC9		KC9		answer_num		answer-num		6-9_plus_2-9-answer_num		Single		answer_num			
3469	All Data	f552751a88473fffefb508280f412084	f4a2c8ac-4882-4486-b99e-f426f14c270b	eb7633c8-7113-4281-98b1-895c153b941a	1969-12-31 19:01:23		1	ATTEMPT		RESULT		SimStudent	6-9_plus_2-9	1	1969-12-31 19:01:16	done	1	1	CORRECT	done	ButtonPressed	-1					Single-KC		KC125		KC1		KC1		KC125		KC125		done		done		6-9_plus_2-9-done		Single		done			
3470	All Data	1dd89faa8645e030bf630d439b4af04e	f4a2c8ac-4882-4486-b99e-f426f14c270b	eb7633c8-7113-4281-98b1-895c153b941a	1969-12-31 19:01:24		1	ATTEMPT		RESULT		SimStudent	2-3_plus_1-8	1	1969-12-31 19:01:23	but_denom1	1	1	CORRECT	JCommTable4_C1R2	UpdateTable	24					Single-KC		KC11		KC1		KC1		KC11		KC11		but_denom1		denom1		2-3_plus_1-8-but_denom1		Single		but_denom1			
3471	All Data	9598589d10cc4af34bb69c8c0965d277	f4a2c8ac-4882-4486-b99e-f426f14c270b	eb7633c8-7113-4281-98b1-895c153b941a	1969-12-31 19:01:25		1	ATTEMPT		RESULT		SimStudent	2-3_plus_1-8	1	1969-12-31 19:01:23	convert_num1	1	0	INCORRECT	JCommTable4_C1R1	UpdateTable	6					Single-KC		KC96		KC1		KC1		KC96		KC96		convert_num1		converted-num1		2-3_plus_1-8-convert_num1		Single		convert_num1			
3472	All Data	8fb9ec1426b57bd5ad84e714acb02add	f4a2c8ac-4882-4486-b99e-f426f14c270b	eb7633c8-7113-4281-98b1-895c153b941a	1969-12-31 19:01:26		1	ATTEMPT		RESULT		SimStudent	2-3_plus_1-8	1	1969-12-31 19:01:23	convert_num1	2	1	CORRECT	JCommTable4_C1R1	UpdateTable	16					Single-KC		KC96		KC1		KC1		KC96		KC96		convert_num1		converted-num1		2-3_plus_1-8-convert_num1		Single		convert_num1			
3473	All Data	23c1092ffb67d48b1958dab8336ac07d	f4a2c8ac-4882-4486-b99e-f426f14c270b	eb7633c8-7113-4281-98b1-895c153b941a	1969-12-31 19:01:27		1	ATTEMPT		RESULT		SimStudent	2-3_plus_1-8	1	1969-12-31 19:01:23	but_denom2	1	1	CORRECT	JCommTable5_C1R2	UpdateTable	24					Single-KC		KC172		KC1		KC1		KC172		KC172		but_denom2		denom2		2-3_plus_1-8-but_denom2		Single		but_denom2			
3474	All Data	6486bcbc69ba5a1e1441deedf75de0a7	f4a2c8ac-4882-4486-b99e-f426f14c270b	eb7633c8-7113-4281-98b1-895c153b941a	1969-12-31 19:01:28		1	ATTEMPT		RESULT		SimStudent	2-3_plus_1-8	1	1969-12-31 19:01:23	convert_num2	1	0	INCORRECT	JCommTable5_C1R1	UpdateTable	8					Single-KC		KC108		KC1		KC1		KC108		KC108		convert_num2		convert-num2		2-3_plus_1-8-convert_num2		Single		convert_num2			
3475	All Data	e605c8f1844540d4ca3836955a5b1ab4	f4a2c8ac-4882-4486-b99e-f426f14c270b	eb7633c8-7113-4281-98b1-895c153b941a	1969-12-31 19:01:29		1	ATTEMPT		RESULT		SimStudent	2-3_plus_1-8	1	1969-12-31 19:01:23	convert_num2	2	1	CORRECT	JCommTable5_C1R1	UpdateTable	3					Single-KC		KC108		KC1		KC1		KC108		KC108		convert_num2		convert-num2		2-3_plus_1-8-convert_num2		Single		convert_num2			
3476	All Data	31db46f96830bad2d36e892123a6c745	f4a2c8ac-4882-4486-b99e-f426f14c270b	eb7633c8-7113-4281-98b1-895c153b941a	1969-12-31 19:01:30		1	ATTEMPT		RESULT		SimStudent	2-3_plus_1-8	1	1969-12-31 19:01:23	answer_denom	1	1	CORRECT	JCommTable6_C1R2	UpdateTable	24					Single-KC		KC174		KC1		KC1		KC174		KC174		answer_denom		answer-denom		2-3_plus_1-8-answer_denom		Single		answer_denom			
3477	All Data	0f5ac6af517f2029234d2e309e6d43c1	f4a2c8ac-4882-4486-b99e-f426f14c270b	eb7633c8-7113-4281-98b1-895c153b941a	1969-12-31 19:01:31		1	ATTEMPT		RESULT		SimStudent	2-3_plus_1-8	1	1969-12-31 19:01:23	answer_num	1	1	CORRECT	JCommTable6_C1R1	UpdateTable	19					Single-KC		KC107		KC1		KC1		KC107		KC107		answer_num		answer-num		2-3_plus_1-8-answer_num		Single		answer_num			
3478	All Data	78aaeca0642f39f00216ef3b4fd30473	f4a2c8ac-4882-4486-b99e-f426f14c270b	eb7633c8-7113-4281-98b1-895c153b941a	1969-12-31 19:01:32		1	ATTEMPT		RESULT		SimStudent	2-3_plus_1-8	1	1969-12-31 19:01:23	done	1	1	CORRECT	done	ButtonPressed	-1					Single-KC		KC28		KC1		KC1		KC28		KC28		done		done		2-3_plus_1-8-done		Single		done			
3479	All Data	31028bff064d2ce0c066eb1fa72c6f3a	f4a2c8ac-4882-4486-b99e-f426f14c270b	eb7633c8-7113-4281-98b1-895c153b941a	1969-12-31 19:01:33		1	ATTEMPT		RESULT		SimStudent	1-6_plus_2-6	1	1969-12-31 19:01:32	but_denom1	1	1	CORRECT	JCommTable4_C1R2	UpdateTable	36					Single-KC		KC43		KC1		KC1		KC43		KC43		but_denom1		denom1		1-6_plus_2-6-but_denom1		Single		but_denom1			
3480	All Data	560690b3674e628c85552e1e53c61665	f4a2c8ac-4882-4486-b99e-f426f14c270b	eb7633c8-7113-4281-98b1-895c153b941a	1969-12-31 19:01:34		1	ATTEMPT		RESULT		SimStudent	1-6_plus_2-6	1	1969-12-31 19:01:32	but_denom2	1	1	CORRECT	JCommTable5_C1R2	UpdateTable	36					Single-KC		KC19		KC1		KC1		KC19		KC19		but_denom2		denom2		1-6_plus_2-6-but_denom2		Single		but_denom2			
3481	All Data	ff3ac064d02c28ce731b4dd7dfa884c4	f4a2c8ac-4882-4486-b99e-f426f14c270b	eb7633c8-7113-4281-98b1-895c153b941a	1969-12-31 19:01:35		1	ATTEMPT		RESULT		SimStudent	1-6_plus_2-6	1	1969-12-31 19:01:32	convert_num1	1	1	CORRECT	JCommTable4_C1R1	UpdateTable	6					Single-KC		KC123		KC1		KC1		KC123		KC123		convert_num1		converted-num1		1-6_plus_2-6-convert_num1		Single		convert_num1			
3482	All Data	c90cf79133df4232c49b6bd830d5769c	f4a2c8ac-4882-4486-b99e-f426f14c270b	eb7633c8-7113-4281-98b1-895c153b941a	1969-12-31 19:01:36		1	ATTEMPT		RESULT		SimStudent	1-6_plus_2-6	1	1969-12-31 19:01:32	convert_num2	1	1	CORRECT	JCommTable5_C1R1	UpdateTable	12					Single-KC		KC94		KC1		KC1		KC94		KC94		convert_num2		convert-num2		1-6_plus_2-6-convert_num2		Single		convert_num2			
3483	All Data	043a0d65c71141702e5e48ba8a48e071	f4a2c8ac-4882-4486-b99e-f426f14c270b	eb7633c8-7113-4281-98b1-895c153b941a	1969-12-31 19:01:37		1	ATTEMPT		RESULT		SimStudent	1-6_plus_2-6	1	1969-12-31 19:01:32	answer_denom	1	1	CORRECT	JCommTable6_C1R2	UpdateTable	36					Single-KC		KC99		KC1		KC1		KC99		KC99		answer_denom		answer-denom		1-6_plus_2-6-answer_denom		Single		answer_denom			
3484	All Data	ef9b8a42e1c9b831f1b0862ac3ee9208	f4a2c8ac-4882-4486-b99e-f426f14c270b	eb7633c8-7113-4281-98b1-895c153b941a	1969-12-31 19:01:38		1	ATTEMPT		RESULT		SimStudent	1-6_plus_2-6	1	1969-12-31 19:01:32	answer_num	1	1	CORRECT	JCommTable6_C1R1	UpdateTable	18					Single-KC		KC47		KC1		KC1		KC47		KC47		answer_num		answer-num		1-6_plus_2-6-answer_num		Single		answer_num			
3485	All Data	29123be55e8c4b0ee94655de67d358dc	f4a2c8ac-4882-4486-b99e-f426f14c270b	eb7633c8-7113-4281-98b1-895c153b941a	1969-12-31 19:01:39		1	ATTEMPT		RESULT		SimStudent	1-6_plus_2-6	1	1969-12-31 19:01:32	done	1	1	CORRECT	done	ButtonPressed	-1					Single-KC		KC153		KC1		KC1		KC153		KC153		done		done		1-6_plus_2-6-done		Single		done			
3486	All Data	a0b4e1f61f7c5ddbccdcf39dfdaad26c	f4a2c8ac-4882-4486-b99e-f426f14c270b	eb7633c8-7113-4281-98b1-895c153b941a	1969-12-31 19:01:40		1	ATTEMPT		RESULT		SimStudent	2-5_plus_5-9	1	1969-12-31 19:01:39	but_denom1	1	1	CORRECT	JCommTable4_C1R2	UpdateTable	45					Single-KC		KC170		KC1		KC1		KC170		KC170		but_denom1		denom1		2-5_plus_5-9-but_denom1		Single		but_denom1			
3487	All Data	ddb713ce43657cbb7bcf50f4acc202ac	f4a2c8ac-4882-4486-b99e-f426f14c270b	eb7633c8-7113-4281-98b1-895c153b941a	1969-12-31 19:01:41		1	ATTEMPT		RESULT		SimStudent	2-5_plus_5-9	1	1969-12-31 19:01:39	but_denom2	1	1	CORRECT	JCommTable5_C1R2	UpdateTable	45					Single-KC		KC169		KC1		KC1		KC169		KC169		but_denom2		denom2		2-5_plus_5-9-but_denom2		Single		but_denom2			
3488	All Data	c606236bbe21b30c5c31e7bfd4ed7541	f4a2c8ac-4882-4486-b99e-f426f14c270b	eb7633c8-7113-4281-98b1-895c153b941a	1969-12-31 19:01:42		1	ATTEMPT		RESULT		SimStudent	2-5_plus_5-9	1	1969-12-31 19:01:39	convert_num1	1	0	INCORRECT	JCommTable4_C1R1	UpdateTable	10					Single-KC		KC41		KC1		KC1		KC41		KC41		convert_num1		converted-num1		2-5_plus_5-9-convert_num1		Single		convert_num1			
3489	All Data	0b4658cc7819af9bb0ff86df92ee4685	f4a2c8ac-4882-4486-b99e-f426f14c270b	eb7633c8-7113-4281-98b1-895c153b941a	1969-12-31 19:01:43		1	ATTEMPT		RESULT		SimStudent	2-5_plus_5-9	1	1969-12-31 19:01:39	convert_num1	2	1	CORRECT	JCommTable4_C1R1	UpdateTable	18					Single-KC		KC41		KC1		KC1		KC41		KC41		convert_num1		converted-num1		2-5_plus_5-9-convert_num1		Single		convert_num1			
3490	All Data	8f6d9bd3266f5768c4d0ede98ae61a56	f4a2c8ac-4882-4486-b99e-f426f14c270b	eb7633c8-7113-4281-98b1-895c153b941a	1969-12-31 19:01:44		1	ATTEMPT		RESULT		SimStudent	2-5_plus_5-9	1	1969-12-31 19:01:39	convert_num2	1	0	INCORRECT	JCommTable5_C1R1	UpdateTable	45					Single-KC		KC134		KC1		KC1		KC134		KC134		convert_num2		convert-num2		2-5_plus_5-9-convert_num2		Single		convert_num2			
3491	All Data	e291e0c2e3e535c7db8f2a312715da92	f4a2c8ac-4882-4486-b99e-f426f14c270b	eb7633c8-7113-4281-98b1-895c153b941a	1969-12-31 19:01:45		1	ATTEMPT		RESULT		SimStudent	2-5_plus_5-9	1	1969-12-31 19:01:39	convert_num2	2	1	CORRECT	JCommTable5_C1R1	UpdateTable	25					Single-KC		KC134		KC1		KC1		KC134		KC134		convert_num2		convert-num2		2-5_plus_5-9-convert_num2		Single		convert_num2			
3492	All Data	4dce27cad76bbb7bc37b1d9715607b08	f4a2c8ac-4882-4486-b99e-f426f14c270b	eb7633c8-7113-4281-98b1-895c153b941a	1969-12-31 19:01:46		1	ATTEMPT		RESULT		SimStudent	2-5_plus_5-9	1	1969-12-31 19:01:39	answer_denom	1	1	CORRECT	JCommTable6_C1R2	UpdateTable	45					Single-KC		KC93		KC1		KC1		KC93		KC93		answer_denom		answer-denom		2-5_plus_5-9-answer_denom		Single		answer_denom			
3493	All Data	62492b8ce4663534b166272f7399a11b	f4a2c8ac-4882-4486-b99e-f426f14c270b	eb7633c8-7113-4281-98b1-895c153b941a	1969-12-31 19:01:47		1	ATTEMPT		RESULT		SimStudent	2-5_plus_5-9	1	1969-12-31 19:01:39	answer_num	1	1	CORRECT	JCommTable6_C1R1	UpdateTable	43					Single-KC		KC179		KC1		KC1		KC179		KC179		answer_num		answer-num		2-5_plus_5-9-answer_num		Single		answer_num			
3494	All Data	3ea15a4ffe7f0f797061be2220f144ee	f4a2c8ac-4882-4486-b99e-f426f14c270b	eb7633c8-7113-4281-98b1-895c153b941a	1969-12-31 19:01:48		1	ATTEMPT		RESULT		SimStudent	2-5_plus_5-9	1	1969-12-31 19:01:39	done	1	1	CORRECT	done	ButtonPressed	-1					Single-KC		KC129		KC1		KC1		KC129		KC129		done		done		2-5_plus_5-9-done		Single		done			
3495	All Data	a1cc7c4d66223a56174b51b997200623	f4a2c8ac-4882-4486-b99e-f426f14c270b	eb7633c8-7113-4281-98b1-895c153b941a	1969-12-31 19:01:49		1	ATTEMPT		RESULT		SimStudent	1-4_plus_2-6	1	1969-12-31 19:01:48	but_denom1	1	1	CORRECT	JCommTable4_C1R2	UpdateTable	24					Single-KC		KC164		KC1		KC1		KC164		KC164		but_denom1		denom1		1-4_plus_2-6-but_denom1		Single		but_denom1			
3496	All Data	34df9e64417ec40e8ac97ff03f6eee30	f4a2c8ac-4882-4486-b99e-f426f14c270b	eb7633c8-7113-4281-98b1-895c153b941a	1969-12-31 19:01:50		1	ATTEMPT		RESULT		SimStudent	1-4_plus_2-6	1	1969-12-31 19:01:48	convert_num1	1	1	CORRECT	JCommTable4_C1R1	UpdateTable	6					Single-KC		KC175		KC1		KC1		KC175		KC175		convert_num1		converted-num1		1-4_plus_2-6-convert_num1		Single		convert_num1			
3497	All Data	02a3b8a198b226b10c11c9396b8afbc1	f4a2c8ac-4882-4486-b99e-f426f14c270b	eb7633c8-7113-4281-98b1-895c153b941a	1969-12-31 19:01:51		1	ATTEMPT		RESULT		SimStudent	1-4_plus_2-6	1	1969-12-31 19:01:48	but_denom2	1	1	CORRECT	JCommTable5_C1R2	UpdateTable	24					Single-KC		KC100		KC1		KC1		KC100		KC100		but_denom2		denom2		1-4_plus_2-6-but_denom2		Single		but_denom2			
3498	All Data	3db050e5d8637a5087f6af3ea8be7f65	f4a2c8ac-4882-4486-b99e-f426f14c270b	eb7633c8-7113-4281-98b1-895c153b941a	1969-12-31 19:01:52		1	ATTEMPT		RESULT		SimStudent	1-4_plus_2-6	1	1969-12-31 19:01:48	convert_num2	1	1	CORRECT	JCommTable5_C1R1	UpdateTable	8					Single-KC		KC54		KC1		KC1		KC54		KC54		convert_num2		convert-num2		1-4_plus_2-6-convert_num2		Single		convert_num2			
3499	All Data	67e782a73b40bd6b0732edca27197033	f4a2c8ac-4882-4486-b99e-f426f14c270b	eb7633c8-7113-4281-98b1-895c153b941a	1969-12-31 19:01:53		1	ATTEMPT		RESULT		SimStudent	1-4_plus_2-6	1	1969-12-31 19:01:48	answer_num	1	1	CORRECT	JCommTable6_C1R1	UpdateTable	14					Single-KC		KC2		KC1		KC1		KC2		KC2		answer_num		answer-num		1-4_plus_2-6-answer_num		Single		answer_num			
3500	All Data	890ac4d8251e1127bca945aed02de33b	f4a2c8ac-4882-4486-b99e-f426f14c270b	eb7633c8-7113-4281-98b1-895c153b941a	1969-12-31 19:01:54		1	ATTEMPT		RESULT		SimStudent	1-4_plus_2-6	1	1969-12-31 19:01:48	answer_denom	1	1	CORRECT	JCommTable6_C1R2	UpdateTable	24					Single-KC		KC89		KC1		KC1		KC89		KC89		answer_denom		answer-denom		1-4_plus_2-6-answer_denom		Single		answer_denom			
3501	All Data	f49dc219a73d8153d8d742a0ae49212a	f4a2c8ac-4882-4486-b99e-f426f14c270b	eb7633c8-7113-4281-98b1-895c153b941a	1969-12-31 19:01:55		1	ATTEMPT		RESULT		SimStudent	1-4_plus_2-6	1	1969-12-31 19:01:48	done	1	1	CORRECT	done	ButtonPressed	-1					Single-KC		KC40		KC1		KC1		KC40		KC40		done		done		1-4_plus_2-6-done		Single		done			
3502	All Data	5a66e6e5a08ae5e2693673f8bf148c96	f4a2c8ac-4882-4486-b99e-f426f14c270b	eb7633c8-7113-4281-98b1-895c153b941a	1969-12-31 19:01:56		1	ATTEMPT		RESULT		SimStudent	1-3_plus_4-9	1	1969-12-31 19:01:55	but_denom1	1	1	CORRECT	JCommTable4_C1R2	UpdateTable	27					Single-KC		KC17		KC1		KC1		KC17		KC17		but_denom1		denom1		1-3_plus_4-9-but_denom1		Single		but_denom1			
3503	All Data	1c43350499acc48fbe395d8e47d6574e	f4a2c8ac-4882-4486-b99e-f426f14c270b	eb7633c8-7113-4281-98b1-895c153b941a	1969-12-31 19:01:57		1	ATTEMPT		RESULT		SimStudent	1-3_plus_4-9	1	1969-12-31 19:01:55	convert_num1	1	1	CORRECT	JCommTable4_C1R1	UpdateTable	9					Single-KC		KC26		KC1		KC1		KC26		KC26		convert_num1		converted-num1		1-3_plus_4-9-convert_num1		Single		convert_num1			
3504	All Data	f7407569610950fa8638f9295cd3f62a	f4a2c8ac-4882-4486-b99e-f426f14c270b	eb7633c8-7113-4281-98b1-895c153b941a	1969-12-31 19:01:58		1	ATTEMPT		RESULT		SimStudent	1-3_plus_4-9	1	1969-12-31 19:01:55	but_denom2	1	1	CORRECT	JCommTable5_C1R2	UpdateTable	27					Single-KC		KC1		KC1		KC1				KC1		but_denom2		denom2		1-3_plus_4-9-but_denom2		Single		but_denom2			
3505	All Data	d2a491fc91e9a12cc646ae4e1c5fc396	f4a2c8ac-4882-4486-b99e-f426f14c270b	eb7633c8-7113-4281-98b1-895c153b941a	1969-12-31 19:01:59		1	ATTEMPT		RESULT		SimStudent	1-3_plus_4-9	1	1969-12-31 19:01:55	convert_num2	1	1	CORRECT	JCommTable5_C1R1	UpdateTable	12					Single-KC		KC111		KC1		KC1		KC111		KC111		convert_num2		convert-num2		1-3_plus_4-9-convert_num2		Single		convert_num2			
3506	All Data	b426bc8c209f30c759a570bc39472b78	f4a2c8ac-4882-4486-b99e-f426f14c270b	eb7633c8-7113-4281-98b1-895c153b941a	1969-12-31 19:02:00		1	ATTEMPT		RESULT		SimStudent	1-3_plus_4-9	1	1969-12-31 19:01:55	answer_num	1	1	CORRECT	JCommTable6_C1R1	UpdateTable	21					Single-KC		KC10		KC1		KC1		KC10		KC10		answer_num		answer-num		1-3_plus_4-9-answer_num		Single		answer_num			
3507	All Data	de0ee4e50d5cf0bf24c15502f2490555	f4a2c8ac-4882-4486-b99e-f426f14c270b	eb7633c8-7113-4281-98b1-895c153b941a	1969-12-31 19:02:01		1	ATTEMPT		RESULT		SimStudent	1-3_plus_4-9	1	1969-12-31 19:01:55	answer_denom	1	1	CORRECT	JCommTable6_C1R2	UpdateTable	27					Single-KC		KC34		KC1		KC1		KC34		KC34		answer_denom		answer-denom		1-3_plus_4-9-answer_denom		Single		answer_denom			
3508	All Data	1148adb3d9030e2344b6a9f1cf44d941	f4a2c8ac-4882-4486-b99e-f426f14c270b	eb7633c8-7113-4281-98b1-895c153b941a	1969-12-31 19:02:02		1	ATTEMPT		RESULT		SimStudent	1-3_plus_4-9	1	1969-12-31 19:01:55	done	1	1	CORRECT	done	ButtonPressed	-1					Single-KC		KC136		KC1		KC1		KC136		KC136		done		done		1-3_plus_4-9-done		Single		done			
3509	All Data	b993a7f987e0f981f1f588f7bfcf5a1e	f4a2c8ac-4882-4486-b99e-f426f14c270b	eb7633c8-7113-4281-98b1-895c153b941a	1969-12-31 19:02:03		1	ATTEMPT		RESULT		SimStudent	3-5_plus_1-5	1	1969-12-31 19:02:02	but_denom1	1	1	CORRECT	JCommTable4_C1R2	UpdateTable	25					Single-KC		KC73		KC1		KC1		KC73		KC73		but_denom1		denom1		3-5_plus_1-5-but_denom1		Single		but_denom1			
3510	All Data	d692e826fbe36802857694eccc8f565a	f4a2c8ac-4882-4486-b99e-f426f14c270b	eb7633c8-7113-4281-98b1-895c153b941a	1969-12-31 19:02:04		1	ATTEMPT		RESULT		SimStudent	3-5_plus_1-5	1	1969-12-31 19:02:02	convert_num1	1	1	CORRECT	JCommTable4_C1R1	UpdateTable	15					Single-KC		KC15		KC1		KC1		KC15		KC15		convert_num1		converted-num1		3-5_plus_1-5-convert_num1		Single		convert_num1			
3511	All Data	ed48f93acc4b171a657065d06ef530db	f4a2c8ac-4882-4486-b99e-f426f14c270b	eb7633c8-7113-4281-98b1-895c153b941a	1969-12-31 19:02:05		1	ATTEMPT		RESULT		SimStudent	3-5_plus_1-5	1	1969-12-31 19:02:02	but_denom2	1	1	CORRECT	JCommTable5_C1R2	UpdateTable	25					Single-KC		KC138		KC1		KC1		KC138		KC138		but_denom2		denom2		3-5_plus_1-5-but_denom2		Single		but_denom2			
3512	All Data	de7c228cd7203b4529258df0ec837f1b	f4a2c8ac-4882-4486-b99e-f426f14c270b	eb7633c8-7113-4281-98b1-895c153b941a	1969-12-31 19:02:06		1	ATTEMPT		RESULT		SimStudent	3-5_plus_1-5	1	1969-12-31 19:02:02	convert_num2	1	1	CORRECT	JCommTable5_C1R1	UpdateTable	5					Single-KC		KC85		KC1		KC1		KC85		KC85		convert_num2		convert-num2		3-5_plus_1-5-convert_num2		Single		convert_num2			
